,Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
407,8,4,2,29.0,Yes,average,3.7,Asus,815,109,80+
408,7,4,0,31.0,Yes,high,2.3000000000000003,HP,745,115,60~80
409,6,2,2,31.0,Yes,high,1.9000000000000001,Asus,235,122,60~80
410,7,3,1,25.0,No,low,4.0,Leveno,640,145,80+
411,7,3,0,35.0,Yes,low,4.2,Leveno,990,108,80+
412,8,8,2,31.0,Yes,low,3.5,Acer,240,143,60~80
413,8,5,10,29.0,No,average,2.8000000000000003,Acer,415,106,60~80
414,8,6,3,32.0,No,average,1.9000000000000001,HP,405,149,60-
415,9,6,12,21.0,No,average,2.0,Apple,155,138,60~80
416,5,1,0,34.0,Yes,low,3.8000000000000003,Dell,655,108,80+
417,11,3,3,35.0,No,high,3.0,Dell,425,118,80+
418,8,6,0,28.0,Yes,low,3.9000000000000004,HP,415,129,80+
419,7,5,1,33.0,No,average,2.3000000000000003,Asus,665,147,60~80
420,7,4,13,31.0,Yes,high,3.4000000000000004,Asus,405,102,60-
421,6,5,7,26.0,Yes,average,4.2,Acer,430,116,80+
422,7,7,2,19.0,Yes,average,3.5,HP,795,103,60~80
423,6,2,2,33.0,No,high,4.1000000000000005,Leveno,245,106,80+
424,6,3,7,32.0,No,low,2.3000000000000003,Dell,195,104,60-
425,6,2,3,31.0,No,average,2.9000000000000004,Asus,730,104,80+
426,5,4,11,35.0,No,average,3.9000000000000004,HP,555,139,80+
427,5,8,1,27.0,No,high,2.9000000000000004,Leveno,765,149,60~80
428,5,5,13,35.0,Yes,average,4.2,Dell,560,105,80+
429,6,4,2,28.0,No,high,4.0,Leveno,990,136,80+
430,6,4,1,30.0,Yes,high,2.6,Apple,600,107,80+
431,3,3,13,22.0,Yes,average,4.2,HP,740,105,80+
432,5,4,2,23.0,Yes,high,3.4000000000000004,Acer,370,144,60-
433,5,2,8,26.0,No,average,3.7,Asus,605,101,80+
434,7,4,2,31.0,Yes,low,3.7,Asus,810,128,80+
435,6,2,6,32.0,Yes,high,2.1,Leveno,690,128,60-
436,7,4,10,32.0,Yes,high,2.7,Leveno,600,116,60-
437,9,12,13,29.0,Yes,average,2.4000000000000004,Acer,370,122,60-
438,7,7,4,35.0,No,average,3.2,Acer,990,149,80+
439,5,6,2,24.0,No,low,3.7,Dell,300,136,80+
440,6,4,12,21.0,Yes,average,3.6,Leveno,15,125,60-
441,5,13,12,19.0,Yes,high,3.3000000000000003,Asus,375,110,60-
442,8,3,8,25.0,No,average,2.0,Acer,335,144,60-
443,12,3,6,27.0,Yes,average,4.1000000000000005,Leveno,490,105,80+
444,6,4,0,22.0,No,low,3.9000000000000004,Asus,810,125,80+
445,5,5,8,23.0,No,average,3.1,Asus,980,109,80+
446,5,3,10,20.0,No,high,1.9000000000000001,Dell,530,147,60-
447,9,3,10,34.0,No,low,3.1,Asus,120,149,60-
448,8,6,5,25.0,No,high,2.9000000000000004,HP,430,102,60~80
449,6,6,2,30.0,Yes,high,2.1,Dell,15,117,60-
450,6,2,7,29.0,Yes,high,3.7,Leveno,475,113,80+
451,8,3,2,27.0,No,high,3.4000000000000004,Leveno,310,108,80+
452,6,4,1,20.0,Yes,high,2.0,Leveno,515,180,80+
453,4,4,5,20.0,Yes,low,2.7,Dell,635,124,60-
454,5,3,0,24.0,Yes,average,3.9000000000000004,Acer,500,136,80+
455,8,5,1,31.0,Yes,average,1.9000000000000001,Dell,420,124,60-
456,8,7,1,34.0,No,high,3.8000000000000003,Acer,900,131,80+
457,7,5,1,19.0,No,low,2.1,Apple,445,111,60~80
458,6,2,3,33.0,No,average,3.0,Asus,165,125,80+
459,7,4,1,33.0,No,low,2.5,Leveno,345,103,60-
460,8,4,12,35.0,No,high,2.6,Leveno,520,120,60-
461,8,4,0,32.0,Yes,average,2.1,Acer,415,114,80+
462,9,4,10,29.0,No,low,2.9000000000000004,Asus,355,149,60-
463,7,7,7,31.0,Yes,high,2.2,Dell,330,115,60-
464,8,6,0,19.0,No,high,3.2,HP,565,106,80+
465,8,4,9,34.0,No,average,2.1,Apple,445,100,60-
466,6,5,0,33.0,Yes,average,3.6,Apple,490,104,80+
467,7,7,2,25.0,No,low,4.2,Apple,550,111,80+
468,8,10,0,27.0,Yes,low,3.2,Leveno,745,132,60-
469,8,5,0,30.0,Yes,high,2.1,Leveno,645,115,60-
470,6,3,6,30.0,Yes,average,2.6,Acer,720,106,60-
471,9,3,0,34.0,No,average,4.0,Acer,180,121,80+
472,6,5,1,28.0,Yes,average,4.2,Asus,445,126,80+
473,11,3,4,29.0,Yes,low,2.7,Leveno,550,136,80+
474,9,8,1,19.0,Yes,low,3.8000000000000003,Apple,330,128,80+
475,6,2,2,19.0,Yes,low,2.9000000000000004,HP,645,117,60~80
476,9,4,2,29.0,Yes,high,3.8000000000000003,Asus,530,107,80+
477,6,5,9,22.0,Yes,average,1.8,Dell,735,100,60-
478,8,4,8,20.0,Yes,average,2.9000000000000004,Acer,330,118,60-
479,7,4,8,21.0,Yes,low,2.1,Dell,715,134,60-
480,8,3,5,26.0,Yes,low,3.2,Acer,775,132,60-
481,10,3,10,26.0,No,high,2.7,Dell,600,129,60-
482,8,0,5,31.0,Yes,average,3.8000000000000003,Leveno,795,134,80+
483,6,4,7,25.0,No,average,3.2,Asus,275,118,60-
484,6,5,2,27.0,Yes,average,4.3,Dell,660,126,80+
485,6,2,2,25.0,No,average,3.9000000000000004,Dell,415,110,80+
486,8,5,3,27.0,Yes,high,2.0,Dell,450,146,80+
487,6,7,8,23.0,Yes,average,3.5,HP,755,140,60-
488,7,3,1,30.0,No,average,2.0,Asus,210,141,80+
489,7,2,3,29.0,Yes,low,2.6,Asus,515,143,80+
490,7,3,8,35.0,Yes,average,2.8000000000000003,Leveno,430,141,60-
491,6,6,0,28.0,Yes,low,3.0,Acer,870,115,60~80
492,6,3,3,31.0,No,low,3.6,HP,725,114,80+
493,4,3,0,33.0,No,high,4.3,Asus,455,123,80+
494,8,6,1,34.0,No,low,2.6,Dell,550,134,60~80
495,9,5,1,32.0,No,high,3.3000000000000003,Acer,800,147,60-
496,5,4,0,35.0,No,average,2.2,Leveno,550,148,80+
497,8,2,6,25.0,Yes,average,2.4000000000000004,Leveno,540,113,60-
498,5,3,1,32.0,No,high,1.8,Asus,600,154,80+
499,6,8,0,20.0,Yes,low,2.6,Leveno,590,107,60-
500,8,8,2,30.0,Yes,low,4.0,Leveno,585,140,80+
501,6,3,0,30.0,No,average,2.8000000000000003,Leveno,715,106,80+
502,10,7,0,30.0,No,high,3.1,Dell,0,111,80+
503,5,3,6,25.0,No,high,1.8,Leveno,765,143,60-
504,7,13,11,20.0,Yes,high,3.2,HP,220,103,60-
505,7,4,1,20.0,No,low,3.1,Leveno,15,109,80+
506,5,7,1,28.0,No,average,3.8000000000000003,Leveno,540,109,80+
507,6,3,2,28.0,No,low,2.6,Asus,885,112,60~80
508,3,8,1,20.0,No,average,3.1,Acer,875,145,60-
509,6,5,4,25.0,No,low,3.9000000000000004,Acer,75,130,80+
510,7,6,4,29.0,Yes,high,2.5,HP,195,145,60-
511,12,4,10,33.0,Yes,high,3.2,Leveno,615,110,60-
512,7,2,7,34.0,No,low,2.2,HP,815,137,60-
513,10,8,2,22.0,Yes,high,2.8000000000000003,Apple,525,142,80+
514,9,5,0,19.0,Yes,high,4.3,Apple,805,111,80+
515,3,6,1,35.0,Yes,average,3.9000000000000004,HP,615,133,80+
516,11,3,12,27.0,Yes,low,4.2,Dell,630,147,80+
517,6,10,2,27.0,No,high,2.2,Asus,230,147,80+
518,6,5,11,22.0,No,low,4.2,Acer,385,123,80+
519,5,5,2,31.0,No,low,3.0,Acer,795,120,80+
520,8,2,5,35.0,Yes,low,1.9000000000000001,Apple,955,128,60-
521,7,4,2,21.0,Yes,average,2.1,Asus,440,126,80+
522,6,3,0,34.0,Yes,high,2.1,Acer,575,100,60-
523,6,5,2,23.0,Yes,average,3.1,Asus,645,102,80+
524,8,5,0,20.0,Yes,high,4.0,Asus,735,142,80+
525,7,1,0,32.0,Yes,low,4.0,Dell,175,145,80+
526,5,3,2,30.0,Yes,average,2.7,Acer,585,135,60-
527,6,5,8,21.0,Yes,low,2.4000000000000004,Leveno,990,130,60~80
528,6,5,1,29.0,Yes,high,3.0,Asus,340,143,60~80
529,7,5,1,33.0,Yes,high,2.0,Asus,355,142,80+
530,5,3,13,35.0,Yes,high,2.2,HP,280,109,60-
531,5,4,0,25.0,Yes,average,2.7,Apple,360,145,60-
532,8,7,8,22.0,No,high,2.9000000000000004,Leveno,475,103,80+
533,4,5,1,25.0,Yes,average,4.1000000000000005,Asus,265,120,80+
534,10,3,10,20.0,No,low,3.8000000000000003,Asus,505,142,80+
535,7,5,13,19.0,Yes,low,2.6,Apple,770,133,60-
536,3,7,3,25.0,Yes,high,2.2,Acer,465,121,60-
537,7,4,0,20.0,No,average,2.9000000000000004,Dell,795,102,60-
538,4,3,3,26.0,No,average,3.9000000000000004,Asus,680,120,80+
539,9,2,10,30.0,Yes,high,3.2,Dell,625,100,60-
540,7,6,10,20.0,No,high,3.9000000000000004,Acer,665,140,80+
541,6,4,1,27.0,Yes,low,2.0,Dell,0,119,80+
542,7,4,0,21.0,No,average,3.9000000000000004,Leveno,440,115,80+
543,5,3,3,23.0,No,high,1.8,Dell,735,109,80+
544,6,3,0,33.0,No,high,2.4000000000000004,Leveno,425,120,60-
545,7,3,12,32.0,Yes,low,3.5,Dell,375,120,60-
546,7,4,0,24.0,Yes,low,3.0,Leveno,465,142,60-
547,7,6,0,25.0,Yes,average,2.9000000000000004,Apple,360,106,80+
548,8,4,3,24.0,Yes,low,3.9000000000000004,Leveno,445,131,80+
549,7,5,12,32.0,Yes,low,3.7,Acer,465,127,80+
550,8,4,7,34.0,Yes,low,2.4000000000000004,Acer,185,113,60-
551,8,5,1,34.0,Yes,average,2.1,Apple,650,119,80+
552,8,1,13,24.0,No,average,3.1,Leveno,470,105,60-
553,6,13,2,22.0,Yes,average,1.8,Dell,575,133,60-
554,7,6,1,32.0,No,high,1.9000000000000001,Apple,710,124,80+
555,6,3,2,23.0,No,high,3.5,Dell,720,149,60~80
556,12,2,13,24.0,Yes,high,3.7,HP,270,119,80+
557,7,5,8,35.0,Yes,average,1.8,HP,485,138,60-
558,5,8,11,26.0,No,low,2.8000000000000003,Dell,595,116,80+
559,6,5,2,23.0,Yes,high,3.9000000000000004,Acer,285,132,80+
560,5,5,2,25.0,No,average,3.0,Leveno,0,142,60~80
561,5,7,2,31.0,No,high,4.1000000000000005,Dell,530,109,80+
562,8,5,0,32.0,No,low,3.8000000000000003,Dell,670,147,80+
563,3,0,0,20.0,Yes,low,3.0,HP,230,101,60-
564,11,10,0,35.0,Yes,high,3.1,Apple,630,103,80+
565,6,7,12,33.0,No,low,2.7,Asus,875,137,80+
566,7,1,4,30.0,Yes,average,2.5,Leveno,370,101,60~80
567,9,2,1,22.0,Yes,high,3.9000000000000004,Apple,420,147,80+
568,8,6,12,19.0,No,low,2.5,Apple,510,100,60-
569,5,6,0,24.0,No,low,4.3,Asus,595,137,80+
570,4,8,2,24.0,Yes,average,3.3000000000000003,Dell,110,102,60-
571,7,6,12,35.0,No,high,2.0,Asus,300,109,60-
572,7,3,0,23.0,No,low,4.0,Acer,425,139,80+
573,8,3,6,34.0,Yes,low,3.4000000000000004,Acer,75,124,60-
574,7,4,0,31.0,No,average,3.4000000000000004,Dell,630,149,60-
575,8,4,10,21.0,Yes,high,3.1,Leveno,240,138,60-
576,8,6,5,24.0,No,average,4.0,HP,540,100,80+
577,8,3,3,19.0,Yes,low,3.8000000000000003,Acer,940,102,80+
578,6,5,1,19.0,Yes,low,2.9000000000000004,Acer,180,110,60~80
579,7,4,0,23.0,No,average,4.3,Acer,85,115,80+
580,6,5,1,32.0,Yes,average,2.2,HP,240,134,80+
581,9,6,0,26.0,Yes,average,2.1,HP,875,134,60~80
582,9,5,2,20.0,Yes,average,2.4000000000000004,Asus,225,132,60~80
583,6,7,0,26.0,No,low,2.9000000000000004,Acer,90,147,60~80
584,9,5,11,35.0,No,high,2.4000000000000004,Asus,695,122,60-
585,8,5,2,35.0,No,high,4.2,Apple,610,138,80+
586,6,5,4,23.0,No,low,2.2,Leveno,145,123,60-
587,5,3,2,26.0,No,low,4.0,Dell,535,146,80+
588,12,1,0,30.0,Yes,low,4.0,Acer,295,125,80+
589,6,4,13,31.0,No,average,3.0,Apple,445,100,60-
590,8,3,1,21.0,No,average,2.6,HP,200,110,60~80
591,6,4,9,30.0,Yes,high,3.0,HP,555,102,60-
592,5,5,10,22.0,Yes,high,4.0,Asus,255,136,80+
593,6,1,4,25.0,No,low,3.2,Asus,155,124,60~80
594,7,2,6,31.0,No,high,3.5,Leveno,105,124,60-
595,4,6,9,23.0,No,high,4.2,Asus,520,115,80+
596,7,3,0,19.0,Yes,average,4.3,Apple,435,108,80+
597,6,5,2,21.0,Yes,average,4.3,Apple,705,101,80+
598,7,9,3,30.0,Yes,average,4.0,Acer,535,145,80+
599,8,5,13,35.0,No,average,4.0,HP,275,149,80+
600,8,5,2,22.0,No,high,4.1000000000000005,Dell,400,121,80+
601,8,3,11,19.0,No,average,2.0,Asus,990,119,60-
602,8,5,0,24.0,No,average,2.0,Acer,990,131,60~80
603,6,4,8,28.0,Yes,average,3.9000000000000004,HP,350,120,80+
604,6,4,5,32.0,Yes,low,4.0,Asus,855,147,80+
605,7,7,7,28.0,Yes,low,2.0,Apple,575,114,60-
606,7,8,1,34.0,Yes,low,3.2,Dell,470,102,60-
607,7,4,0,23.0,Yes,low,4.0,Asus,675,114,80+
608,7,4,6,23.0,No,high,4.0,Asus,450,130,80+
609,7,8,10,27.0,Yes,low,2.7,Apple,620,131,60-
610,7,6,1,30.0,No,low,4.3,Dell,515,138,80+
611,10,4,3,31.0,No,high,2.4000000000000004,Apple,275,121,80+
612,3,6,2,32.0,Yes,high,1.8,HP,930,103,60~80
613,9,10,12,19.0,No,average,2.8000000000000003,Apple,130,114,60-
614,5,4,0,24.0,Yes,low,1.9000000000000001,Leveno,315,137,60-
615,8,5,9,23.0,No,average,3.1,HP,785,100,80+
616,7,3,1,20.0,No,high,3.6,Dell,420,139,60-
617,5,2,0,19.0,No,high,3.0,Acer,365,128,80+
618,6,5,0,25.0,Yes,high,2.8000000000000003,HP,285,102,60~80
619,7,4,8,27.0,Yes,average,2.1,Asus,535,136,60-
620,6,2,10,33.0,No,average,3.2,Acer,275,135,60-
621,9,2,2,31.0,Yes,low,3.2,Dell,230,109,80+
622,5,2,0,21.0,Yes,average,3.8000000000000003,Dell,305,144,80+
623,7,2,2,20.0,Yes,high,3.3000000000000003,Apple,570,130,80+
624,11,5,7,33.0,Yes,low,4.2,Acer,605,102,80+
625,6,3,0,27.0,Yes,average,4.0,Asus,290,115,80+
626,7,6,1,34.0,Yes,high,3.6,Dell,990,120,80+
627,6,2,4,24.0,Yes,average,1.9000000000000001,HP,765,141,80+
628,7,3,0,21.0,No,low,3.9000000000000004,Apple,400,121,80+
629,8,7,8,30.0,Yes,high,2.5,Apple,590,106,80+
630,3,4,1,31.0,No,high,3.6,Leveno,280,148,60-
631,8,5,0,26.0,No,average,3.3000000000000003,HP,880,122,60-
632,6,5,1,25.0,No,low,3.3000000000000003,Apple,140,138,80+
633,7,4,0,25.0,No,low,4.0,Asus,825,121,80+
634,7,6,0,19.0,No,high,2.4000000000000004,Acer,620,108,80+
635,7,5,7,35.0,Yes,average,2.9000000000000004,HP,455,111,60-
636,9,5,3,27.0,No,average,4.2,HP,690,137,80+
637,9,3,11,22.0,Yes,high,3.3000000000000003,Apple,355,154,80+
638,7,4,4,30.0,No,average,4.1000000000000005,Leveno,905,131,80+
639,9,4,8,31.0,No,average,2.8000000000000003,Acer,620,135,60-
640,8,4,9,29.0,No,low,2.7,Asus,720,147,60-
641,8,3,4,35.0,Yes,high,2.5,Apple,245,101,80+
642,4,6,8,19.0,No,high,1.9000000000000001,Acer,400,147,80+
643,10,5,7,24.0,Yes,low,2.5,Apple,525,148,60-
644,5,4,9,30.0,Yes,high,2.1,Acer,0,115,60-
645,8,2,0,27.0,Yes,average,4.3,Apple,285,106,80+
646,8,8,11,19.0,No,high,2.9000000000000004,HP,470,100,80+
647,5,5,2,26.0,Yes,high,3.8000000000000003,Acer,210,109,80+
648,6,4,2,32.0,Yes,high,2.8000000000000003,Leveno,715,102,60-
649,8,7,13,21.0,No,high,3.7,Asus,170,111,80+
650,7,5,7,34.0,Yes,low,3.4000000000000004,Acer,660,106,60-
651,9,8,7,33.0,Yes,average,2.8000000000000003,Leveno,330,142,60-
652,9,2,6,19.0,Yes,high,4.3,Acer,325,129,80+
653,8,7,0,24.0,Yes,low,2.3000000000000003,Leveno,545,136,60-
654,9,3,2,27.0,Yes,low,3.7,Leveno,375,123,80+
655,12,14,2,21.0,Yes,high,2.9000000000000004,Leveno,125,103,60-
656,6,5,1,34.0,No,low,3.5,Acer,580,112,80+
657,5,6,12,30.0,Yes,high,3.0,Apple,110,149,80+
658,6,3,6,21.0,Yes,high,3.6,Leveno,630,103,60-
659,8,6,0,30.0,Yes,average,3.6,Acer,940,105,80+
660,7,3,2,30.0,No,low,4.0,Acer,415,111,80+
661,9,4,3,34.0,Yes,low,2.5,Asus,680,101,80+
662,7,7,0,25.0,No,high,3.8000000000000003,Leveno,640,142,80+
663,8,2,8,19.0,No,high,4.3,Dell,350,101,80+
664,8,3,2,25.0,No,high,2.0,Leveno,410,126,60-
665,5,5,2,30.0,No,low,1.8,Dell,170,148,80+
666,8,8,3,19.0,No,high,2.2,Dell,565,145,60~80
667,5,7,0,30.0,Yes,low,4.0,HP,155,112,80+
668,5,3,8,28.0,Yes,low,2.8000000000000003,HP,755,148,60-
669,7,3,5,22.0,Yes,low,1.8,Leveno,330,115,60-
670,6,2,1,35.0,Yes,average,2.5,Acer,415,145,60-
671,5,4,3,32.0,Yes,high,2.3000000000000003,Acer,450,115,80+
672,10,3,0,22.0,No,high,3.1,Apple,685,138,80+
673,7,7,1,20.0,No,average,3.8000000000000003,Dell,680,135,80+
674,6,13,9,22.0,No,high,3.1,Asus,420,101,80+
675,6,7,1,24.0,Yes,high,4.1000000000000005,Acer,680,128,80+
676,3,14,3,25.0,Yes,low,4.1000000000000005,HP,265,122,80+
677,10,4,2,21.0,Yes,high,4.3,HP,990,110,80+
678,6,6,3,20.0,Yes,high,2.4000000000000004,Dell,335,104,60-
679,7,6,1,19.0,Yes,average,1.9000000000000001,Apple,480,114,60~80
680,7,5,2,20.0,No,high,2.9000000000000004,Asus,510,119,60~80
681,8,3,0,22.0,No,average,1.8,Asus,0,130,60~80
682,7,7,11,31.0,No,high,3.2,Apple,395,144,80+
683,7,3,3,27.0,No,high,2.1,Acer,515,122,80+
684,8,5,0,34.0,Yes,low,1.9000000000000001,Leveno,950,117,80+
685,7,4,5,29.0,No,low,2.7,Dell,425,143,60-
686,7,4,5,29.0,No,high,2.6,Dell,890,107,60-
687,8,6,1,35.0,Yes,low,2.5,Dell,295,106,80+
688,5,3,11,19.0,No,high,4.0,Acer,510,145,80+
689,3,4,11,21.0,No,average,2.6,Dell,585,149,60-
690,9,3,7,31.0,No,low,2.2,Acer,715,148,60-
691,6,5,12,26.0,No,high,4.2,Asus,460,114,80+
692,9,6,3,31.0,Yes,average,3.4000000000000004,Apple,270,117,80+
693,7,6,13,28.0,Yes,average,2.8000000000000003,Acer,770,130,60-
694,7,5,0,26.0,No,low,2.9000000000000004,Asus,305,110,80+
695,7,5,0,19.0,Yes,high,3.0,Apple,360,125,80+
696,4,4,1,25.0,No,average,2.5,HP,715,126,80+
697,7,7,0,31.0,No,average,4.1000000000000005,Dell,625,122,80+
698,6,7,3,31.0,No,low,3.8000000000000003,Apple,385,135,80+
699,7,4,10,35.0,No,average,2.3000000000000003,Leveno,410,119,60-
700,8,4,12,20.0,No,high,3.9000000000000004,Asus,690,119,80+
701,5,5,1,21.0,Yes,high,3.1,HP,600,125,80+
702,7,4,9,35.0,Yes,average,3.3000000000000003,HP,830,123,60-
703,9,2,5,31.0,Yes,low,2.0,Leveno,825,117,60-
704,7,4,13,29.0,Yes,average,4.1000000000000005,HP,455,152,80+
705,6,2,2,19.0,No,high,1.8,Dell,610,141,80+
706,8,7,1,32.0,No,low,4.0,Acer,990,144,80+
707,6,2,4,28.0,Yes,average,4.1000000000000005,Leveno,715,122,80+
708,9,3,8,30.0,No,average,3.9000000000000004,Apple,485,145,80+
709,6,8,2,24.0,No,low,3.3000000000000003,Leveno,365,134,60-
710,5,3,6,34.0,Yes,average,2.6,Acer,400,115,60-
711,5,5,5,34.0,Yes,low,2.7,Apple,480,106,60-
712,6,5,7,20.0,Yes,average,3.8000000000000003,Leveno,455,127,80+
713,5,3,3,34.0,No,high,3.4000000000000004,HP,770,107,60-
714,8,4,6,33.0,No,low,3.9000000000000004,HP,235,107,80+
715,8,4,3,23.0,Yes,high,2.6,Apple,195,105,80+
716,7,6,12,34.0,No,high,2.0,Leveno,265,132,60-
717,8,6,3,31.0,No,high,3.2,Dell,0,127,80+
718,5,4,10,23.0,Yes,high,4.2,Apple,490,147,80+
719,4,6,0,33.0,Yes,low,3.1,Leveno,0,142,80+
720,3,3,11,26.0,Yes,low,3.0,HP,520,100,60-
721,6,2,0,31.0,Yes,high,3.4000000000000004,Dell,320,136,80+
722,9,5,6,35.0,Yes,high,3.8000000000000003,Asus,495,124,80+
723,6,2,9,21.0,Yes,high,4.0,Apple,640,149,80+
724,7,3,2,25.0,Yes,high,3.0,Dell,725,148,60~80
725,8,4,2,19.0,No,high,3.9000000000000004,Asus,400,106,80+
726,10,2,1,20.0,Yes,low,2.2,HP,375,128,80+
727,11,2,0,19.0,Yes,low,3.3000000000000003,Dell,105,142,60~80
728,7,2,1,30.0,Yes,average,3.7,Apple,385,117,80+
729,6,5,2,29.0,Yes,average,2.9000000000000004,Dell,495,125,60~80
730,11,4,0,34.0,No,average,2.9000000000000004,Leveno,625,149,60-
731,8,5,1,23.0,No,average,4.3,HP,445,140,80+
732,6,3,2,21.0,No,low,2.3000000000000003,HP,485,127,60~80
733,8,4,0,33.0,No,average,3.6,HP,575,148,60~80
734,6,3,2,24.0,No,low,3.6,HP,760,100,80+
735,7,4,0,34.0,No,average,2.9000000000000004,Leveno,510,136,60-
736,10,4,13,32.0,No,high,4.0,Dell,375,131,80+
737,7,1,0,24.0,No,average,4.3,Apple,350,120,80+
738,7,5,0,34.0,Yes,average,2.3000000000000003,Apple,260,111,60~80
739,6,5,1,35.0,No,low,2.7,Apple,490,146,60-
740,6,2,6,26.0,No,average,3.2,Apple,760,152,80+
741,8,2,1,20.0,No,low,3.5,Acer,200,123,60-
742,10,14,7,31.0,No,average,3.2,Asus,610,134,60-
743,6,5,9,27.0,No,average,3.3000000000000003,HP,520,134,60~80
744,7,5,13,30.0,No,average,2.6,Leveno,420,180,80+
745,8,4,0,23.0,No,high,4.3,HP,990,140,80+
746,8,4,3,24.0,Yes,average,2.0,Apple,885,138,80+
747,6,3,3,21.0,No,low,2.9000000000000004,Acer,500,119,80+
748,7,3,2,33.0,No,low,2.9000000000000004,Dell,440,103,60~80
749,6,4,1,24.0,Yes,low,1.8,Acer,990,132,60~80
750,6,7,0,27.0,Yes,average,4.0,Asus,715,109,80+
751,3,14,1,26.0,Yes,low,3.1,Dell,70,125,80+
752,9,5,0,27.0,No,low,2.7,Leveno,725,107,80+
753,5,4,0,24.0,Yes,low,3.0,Dell,765,139,60-
754,3,6,12,26.0,Yes,low,3.5,HP,450,130,60-
755,7,4,11,26.0,Yes,high,3.1,Acer,295,119,60-
756,7,5,1,26.0,No,low,3.5,Apple,945,121,60-
757,7,7,0,31.0,No,average,3.6,Apple,415,106,80+
758,8,3,6,32.0,No,low,3.8000000000000003,Dell,310,107,80+
759,6,2,0,34.0,Yes,low,2.0,HP,40,127,60-
760,7,3,3,35.0,Yes,low,3.4000000000000004,Leveno,650,104,60~80
761,8,3,8,31.0,No,low,1.9000000000000001,Apple,260,137,60-
762,8,4,0,32.0,No,average,3.4000000000000004,Leveno,575,132,60-
763,8,5,12,30.0,No,high,3.5,Leveno,615,119,60~80
764,9,6,6,31.0,No,low,3.9000000000000004,Leveno,640,115,80+
765,9,3,0,19.0,No,low,1.9000000000000001,Apple,425,107,60~80
766,11,5,0,32.0,No,low,2.7,HP,460,118,80+
767,7,5,10,28.0,No,average,3.2,Acer,945,104,60-
768,9,6,13,25.0,No,average,3.4000000000000004,Dell,635,129,80+
769,8,3,3,26.0,Yes,low,1.9000000000000001,Acer,615,123,60~80
770,6,3,10,27.0,Yes,low,3.4000000000000004,Dell,675,121,60-
771,6,4,0,20.0,Yes,low,4.2,Leveno,365,104,80+
772,8,4,0,27.0,No,average,4.3,Leveno,355,142,80+
773,7,6,2,19.0,Yes,average,3.5,Leveno,545,145,80+
774,8,4,3,34.0,No,average,2.3000000000000003,Apple,130,106,60-
775,7,6,2,19.0,Yes,high,3.4000000000000004,Asus,570,127,60~80
776,6,6,1,31.0,No,high,2.2,Acer,350,145,60~80
777,7,4,7,30.0,No,average,3.5,Acer,275,132,60-
778,7,3,0,35.0,Yes,average,2.8000000000000003,HP,610,102,60~80
779,8,1,13,32.0,Yes,low,4.1000000000000005,HP,0,142,80+
780,7,7,9,34.0,No,average,2.6,Apple,235,143,60-
781,7,5,0,28.0,Yes,average,2.8000000000000003,Asus,555,149,60~80
782,11,2,1,30.0,Yes,average,3.4000000000000004,HP,460,149,60-
783,6,7,4,25.0,No,high,4.2,HP,585,117,80+
784,6,3,10,25.0,Yes,low,3.3000000000000003,Dell,475,114,60-
785,6,3,6,24.0,Yes,high,3.1,Acer,385,141,60-
786,8,2,1,22.0,Yes,average,4.0,Dell,645,106,80+
787,7,4,2,21.0,No,average,2.8000000000000003,HP,495,144,80+
788,6,3,0,32.0,No,average,4.0,Dell,640,113,80+
789,8,4,0,35.0,Yes,low,4.3,Dell,0,112,80+
790,6,4,3,30.0,No,high,4.1000000000000005,Apple,990,104,80+
791,5,5,2,34.0,No,low,4.1000000000000005,Leveno,570,105,80+
792,6,5,3,27.0,No,average,3.5,Leveno,390,104,60~80
793,8,1,0,23.0,No,high,4.1000000000000005,Leveno,395,117,80+
794,7,6,3,27.0,Yes,high,2.5,Leveno,445,102,80+
795,7,7,8,30.0,No,average,2.5,HP,340,120,60-
796,6,2,0,33.0,No,average,2.2,HP,490,112,60~80
797,7,5,12,26.0,Yes,high,4.1000000000000005,HP,470,132,80+
798,6,3,2,30.0,No,average,2.4000000000000004,Dell,730,118,80+
799,5,5,2,29.0,Yes,average,3.7,Asus,590,127,80+
800,7,3,4,19.0,Yes,high,3.3000000000000003,Dell,650,110,80+
801,7,3,10,29.0,Yes,average,4.2,Asus,200,112,80+
802,4,5,1,27.0,No,high,2.5,Leveno,455,129,60~80
803,8,5,1,31.0,Yes,average,4.2,Leveno,350,138,80+
804,8,3,7,30.0,Yes,average,2.6,Dell,495,126,60-
805,7,8,10,32.0,No,high,1.9000000000000001,Dell,0,103,60-
806,3,5,2,20.0,Yes,average,3.9000000000000004,Dell,755,136,80+
807,6,9,4,35.0,Yes,low,3.1,Acer,240,130,60~80
808,7,6,10,32.0,No,high,4.0,Apple,660,101,80+
809,9,3,0,19.0,No,high,2.6,Leveno,610,104,60-
810,7,7,3,25.0,No,high,2.8000000000000003,HP,455,100,60-
811,9,3,2,27.0,No,high,3.6,HP,180,123,60-
812,8,3,2,23.0,No,low,3.4000000000000004,Dell,460,108,60~80
813,5,4,0,22.0,Yes,average,3.3000000000000003,Apple,445,104,60-
814,6,2,1,27.0,Yes,high,3.8000000000000003,Asus,100,113,80+
